# 0.01
idx	x	y	z	r_solid	r_surf
53	184	200	32	1.06838	1.59914
54	185	201	32	1.27217	1.73357
55	186	201	32	0.950035	1.3943
56	187	202	32	0.904291	1.31647
57	187	203	32	1.20456	1.86149
58	188	204	32	1.07209	1.71027
59	189	205	32	1.18563	1.7688
60	189	206	32	1.20862	1.80362
61	190	207	32	1.09135	1.56621
62	191	207	32	1.06491	1.56068
63	192	208	32	1.10514	1.78454
64	193	209	32	1.128	1.48407
65	193	210	32	1.15763	1.59944
66	193	211	32	1.08807	1.89713
67	193	212	32	0.762077	1.39106
68	194	213	33	1.1449	1.61319
69	195	213	32	0.897548	1.43132
70	196	213	32	1.34866	1.88375
71	197	214	32	1.01766	1.34795
72	198	215	32	1.67679	2.35777
73	199	215	32	1.53039	2.16534
74	200	216	31	1.6123	2.75856
75	201	216	30	1.60091	2.61239
76	201	216	29	1.76215	2.66092
77	202	217	28	1.85524	2.90659

# 18.03
idx	x	y	z	r_solid	r_surf
0	202	218	27	1.80326	2.77107
1	201	219	27	1.40935	2.39061
2	201	220	27	1.40792	2.00503
3	200	221	26	1.32094	1.93511
4	200	222	25	1.58672	2.21422
5	200	223	25	1.24857	2.00073
6	199	224	25	1.36493	2.08751
7	198	225	25	1.24519	1.9753
8	198	226	25	1.23317	1.87213
9	197	227	25	1.20436	1.74789
10	196	228	24	1.35377	2.01543
11	196	229	24	1.24985	1.86736
12	195	230	23	1.33487	1.92305
13	195	231	23	1.36703	2.24784
14	194	232	23	1.26078	1.80662
15	194	233	23	1.17912	1.968
16	194	234	23	1.38823	2.04354
17	193	235	23	1.29297	1.92737
18	193	236	23	1.39296	2.10318
19	192	237	23	1.2708	1.77858
20	192	238	23	1.22046	1.96504
21	192	239	23	1.37893	2.09007
22	192	240	23	1.51749	2.30914
23	192	241	23	1.31391	2.15664
24	192	242	23	1.34766	2.1187
25	191	243	23	1.64279	2.67793
26	191	244	23	1.14491	2.13354
27	191	245	23	1.2645	2.32394
28	191	246	23	1.68012	2.40127
29	190	246	23	0.918748	0
30	189	246	23	1.50334	2.19547
31	188	247	24	1.68321	2.73316
32	188	248	24	1.54819	2.72142
33	187	249	24	1.52086	2.37365
34	186	250	25	1.66248	2.41251
35	185	249	25	1.57478	2.62685
36	184	249	25	1.31135	2.56689
37	183	249	25	1.52024	2.14436
38	182	250	26	1.49025	2.32069
39	181	250	26	1.4074	2.12579
40	180	250	27	1.22772	2.07489
41	179	250	28	1.38792	1.85314
42	178	250	28	1.17378	1.79425
43	177	250	28	1.16949	1.64672
44	176	250	28	1.24735	2.2293
45	175	250	28	1.23757	1.76554
46	174	250	29	1.01937	1.52519
47	173	250	30	1.12009	1.48202
48	172	250	30	0.774936	1.25972
49	171	250	30	1.02755	1.45013
50	170	251	30	0.969863	1.44953
51	169	252	30	0.932782	1.50294
52	168	252	30	1.10492	1.70778
53	167	252	30	1.16279	1.66245
54	166	252	30	1.03417	1.46852
55	165	252	30	1.0623	1.43046
56	164	253	31	1.17598	1.95252
57	163	254	32	1.2001	1.73615
58	162	254	32	1.08472	1.63721
59	161	254	32	1.03682	1.70515
60	160	254	32	1.08304	1.46743
61	159	253	33	1.32351	2.0146
62	158	253	33	1.17172	1.92253
63	157	254	33	1.15836	1.75933
64	156	254	33	0.989213	1.57986
65	155	254	33	1.13851	1.88402
66	154	253	33	0.79049	0
67	153	252	33	1.30305	1.75284
68	152	252	33	1.34943	1.86886
69	151	253	33	1.15851	1.62649
70	151	254	33	0.779522	1.16598
71	150	255	34	1.03647	1.44068
72	149	255	34	0.979027	1.71987
73	148	255	34	1.02346	1.39332
74	147	255	34	1.10796	1.84743
75	146	255	34	1.09985	1.62889
76	145	254	35	1.43396	1.90328
77	144	254	35	1.18502	1.664
78	143	255	35	1.10502	1.63257
79	142	255	35	1.02885	1.4903
80	141	254	35	0.854354	1.25018
81	140	253	35	1.24152	1.91508
82	139	253	35	0.921007	1.61393
83	138	253	35	1.08771	1.67211
84	138	253	35	0	0
85	138	253	35	0	0
86	137	254	35	1.04115	1.59302
87	136	254	35	0.736031	0
88	135	254	35	1.1565	1.53174
89	134	255	36	0.940544	1.38848
90	133	255	36	0.803142	1.33032
91	132	255	36	0.884017	1.16222
92	131	254	37	0.992494	1.4116
93	130	254	37	0.973618	1.47825
94	129	255	37	0.970478	1.44154
95	128	255	37	0.942301	1.52618
96	127	256	37	0.856599	1.21087
97	126	257	38	0.823807	1.07632
98	125	257	38	0.686244	0.958257
99	124	257	38	0.875658	1.09036
100	123	258	38	0	0

# 19.03
idx	x	y	z	r_solid	r_surf
0	274	295	38	0.849993	1.14175
1	273	294	38	0.794677	1.17961
2	272	293	38	0.708035	1.11945
3	271	292	37	0.80207	1.03922
4	270	292	37	0.861062	1.23699
5	269	291	38	0.786497	1.08194
6	268	290	37	0.73522	1.09471
7	268	289	37	0.824997	1.21917
8	268	288	37	0.701817	1.236
9	268	287	37	0.832522	1.14798
10	267	286	37	0.943333	1.3141
11	266	285	37	1.07859	1.65477
12	265	284	37	1.08485	1.77243
13	264	283	37	0.826173	1.14357
14	264	282	37	1.19387	1.69051
15	263	282	37	1.34985	2.36213
16	262	282	37	1.2142	1.73888
17	261	282	37	1.01636	1.48904
18	260	282	37	0.899963	1.5251
19	259	282	37	0.713647	0.98373
20	258	281	37	0.629583	0.8283
21	258	280	37	1.25904	2.0412
22	257	279	37	0.834296	1.05165
23	256	278	37	0.894315	1.19327
24	256	277	36	0.81923	1.13128
25	256	276	36	1.00545	1.30887
26	256	275	36	1.22941	1.69552
27	255	274	36	0.866902	1.14984
28	255	274	36	0	0
29	254	274	36	0.789055	1.12533
30	253	273	37	0.923748	1.25722
31	253	272	37	0.891693	1.34879
32	252	271	37	0.908172	1.32602
33	251	270	37	0.948968	1.36822
34	250	269	37	0.914317	1.35102
35	249	268	37	0.948773	1.403
36	248	267	37	0.965908	1.4078
37	247	267	37	1.02915	1.56323
38	246	266	37	1.05427	1.55234
39	245	265	37	1.21001	1.69655
40	244	264	36	1.10852	1.66755
41	243	263	36	1.20027	1.78792
42	243	262	36	1.25785	1.89515
43	242	261	36	1.2397	1.81854
44	242	260	36	1.17179	1.83475
45	241	259	36	1.11245	1.86117
46	240	258	36	1.29054	1.88118
47	240	257	35	0.97617	1.63368
48	240	256	35	1.10757	1.71536
49	239	255	35	1.22446	1.69985
50	238	255	35	0.867578	1.69043
51	237	255	35	1.21396	1.75733
52	236	254	35	1.26071	1.87276
53	235	253	35	1.24013	1.91722
54	234	252	35	1.50685	2.08158
55	234	251	35	0.948973	1.476
56	234	250	35	1.13752	1.66748
57	233	249	36	1.00667	1.57288
58	233	248	36	0.810567	1.1936
59	232	247	35	1.09023	1.68248
60	231	247	35	1.27721	2.20273
61	230	246	35	0.931102	1.43657
62	229	245	35	0.800364	0
63	228	245	35	1.12287	1.52619
64	228	244	35	1.08718	1.96594
65	228	243	35	0.90087	1.5744
66	228	242	35	0.836342	1.46572
67	228	241	35	0.76449	1.05801
68	227	240	34	0.680473	0.781656
69	226	239	35	0.584451	0.835941
70	225	239	35	1.03521	1.74424
71	224	238	35	0.813517	1.149
72	223	237	35	0.79534	1.04072
73	222	237	35	0.801991	1.30688
74	221	237	35	0.980888	1.40924
75	220	237	35	0.940812	1.45802
76	219	237	35	0.843595	1.20952
77	218	236	35	0.90186	1.23197
78	217	236	35	0.750669	1.10331
79	216	236	35	0.741286	1.067
80	215	235	35	0.747547	0.986045
81	214	234	35	0.543614	0.68266
82	213	233	35	0.53351	0.703328
83	213	232	34	0.627922	0.777115
84	213	231	34	0.714335	1.03148
85	212	230	34	0.799366	1.15625
86	211	229	34	0.845914	1.14652
87	211	228	34	1.0435	1.56155
88	212	227	34	0.686075	0.9104
89	212	226	34	0.638491	0.800715
90	211	225	34	0.974598	0
91	211	224	34	0.739287	0.955336
92	210	223	33	1.03491	1.63216
93	209	222	33	1.20873	1.43451
94	208	222	33	0.943598	1.69043
95	207	222	33	1.48957	2.20478
96	206	221	32	1.49723	2.32659
97	205	220	31	1.45533	2.48532
98	205	219	30	1.50786	2.22612
99	204	218	29	1.52447	2.36517
100	203	218	29	0.819642	0

# 20.03
idx	x	y	z	r_solid	r_surf
0	275	295	37	0.729965	1.15373
1	276	294	37	0.358219	0.582656
2	277	294	37	0.587554	0.569498
3	278	293	37	0	0
4	277	292	37	0	0

# 21.03
idx	x	y	z	r_solid	r_surf
0	276	296	37	0.802793	1.20862
1	277	297	37	0.884532	1.20817
2	278	297	37	0.757582	1.10331
3	279	297	37	0.793524	1.06782
4	280	298	38	0.780547	1.06429
5	281	299	38	0.767227	1.22878
6	282	299	38	0.816834	1.14889
7	283	299	38	0.823328	1.34763
8	284	299	38	0.76962	1.05606
9	285	300	38	0.745064	1.10517
10	286	300	38	0.706701	1.05802
11	287	301	38	0.541109	0.763716
12	288	301	38	0.637192	0.845375
13	289	302	37	0.515137	0.664047
14	289	303	37	0.518026	0.524532
15	290	304	38	0.52558	0.600662
16	290	305	38	0.449263	0.55402
17	291	306	38	0.602881	0.798218
18	291	307	38	0.581647	0.753245
19	292	308	38	0.6197	0.828313
20	293	308	38	0.742676	1.0611
21	294	309	38	0.797032	1.13406
22	295	310	38	0.810826	1.10584
23	296	310	38	0.79986	1.17511
24	297	310	38	0.619596	0.849006
25	298	311	38	0.859825	1.20809
26	299	312	38	0.844775	1.13821
27	300	313	38	0.817127	1.21511
28	301	314	38	0.842107	1.19457
29	302	314	38	0.915698	1.38429
30	303	315	38	0.855514	1.18193
31	304	315	38	0.790457	1.33032
32	305	315	38	0.80369	1.1323
33	306	315	37	0.893226	1.20288
34	307	315	37	0.663165	1.00458
35	308	316	37	0.913766	1.28403
36	309	316	37	0.63113	0.909342
37	310	317	38	0.938515	1.29222
38	311	317	37	0.818425	1.47875
39	312	317	37	0.80401	1.035
40	313	317	37	0.640201	0.794257
41	314	317	37	0.52014	0.684245
42	315	318	38	0.638902	0.55708
43	316	319	38	0.489121	0.587298

# 22.03
idx	x	y	z	r_solid	r_surf
0	317	321	38	0.651408	0.881294
1	316	322	38	0.571921	0.672626
2	315	323	38	0.730666	0.880958
3	315	324	38	0.488141	0.568637
4	316	325	38	1.04945	1.21814
5	316	326	38	0.726746	0.799244
6	316	327	38	0.476954	0.349
7	316	328	38	0.391545	0.386431
8	317	329	38	0.692836	0.686767
9	318	330	38	0.432	0.576
10	319	330	38	0.734167	0.901483
11	320	330	37	0.635948	0.860176
12	321	330	37	0.999986	1.72382
13	322	329	37	0.764801	1.08888
14	323	329	37	0.934247	1.46138
15	324	329	37	0.889894	1.22411
16	324	330	37	0.82416	1.02909
17	325	331	36	0.767306	0.99925
18	326	332	36	0.902672	1.01071
19	327	333	37	0.960662	0.924451
20	328	334	37	0.206	0.206
21	328	335	37	1.28752	1.12492
22	329	336	37	0.601886	0.629013
23	329	336	37	0	0
24	329	337	38	0.331552	0.331552
25	329	338	38	1.16367	1.05749
26	329	339	38	1.2777	1.37373
27	330	339	38	0.486865	0.672397
28	331	340	37	0.652859	0.913209
29	332	341	37	0.476	0.698
30	332	342	37	0.752291	1.02457
31	333	343	37	0.842304	1.16316
32	334	344	37	0.912207	1.32496
33	335	345	37	0.919471	1.2499
34	335	346	37	0.915881	1.42334
35	336	347	37	0.936388	1.33994
36	337	348	38	0.926194	1.3468
37	338	349	38	0.86966	1.22017
38	339	349	38	0.946961	1.5021
39	340	349	38	0.927047	1.38666
40	341	350	38	0.777703	1.1592
41	342	350	38	0.85296	1.27427
42	343	351	38	0.824529	1.21205
43	344	351	38	1.03692	1.29858
44	345	352	39	0.839759	1.23435
45	346	353	39	1.08078	1.50956
46	347	354	39	0.913448	1.33314
47	348	355	39	0.989648	1.49092
48	349	356	38	1.0194	1.39057
49	350	357	38	0.850452	1.14463
50	351	358	38	1.00498	1.46753
51	352	359	39	0.987224	1.56473
52	353	360	39	0.900347	1.21461
53	353	361	39	1.17879	1.69146
54	354	362	39	1.20405	1.80947
55	355	363	39	1.39321	1.83823
56	356	363	39	0.890376	1.43165
57	357	363	39	0.755119	1.03216
58	358	364	40	0.603124	0.573897

# 23.03
idx	x	y	z	r_solid	r_surf
0	316	320	37	0.206	0
1	317	320	37	0.563092	0.665119

# 0.04
idx	x	y	z	r_solid	r_surf
0	64	238	24	0.563419	0.824
1	64	237	23	0.70202	1.01947
2	64	236	22	0.625054	0.858949
3	65	235	21	0.597755	0.687392
4	66	235	20	0.523729	0.702159
5	66	234	20	0.521431	0.800715
6	66	233	20	0.656669	0.95862
7	66	232	20	0.712112	1.02075
8	66	231	20	0.622473	1.14502
9	66	230	20	0.541684	0.636905
10	66	229	20	0.349	0.349
11	66	228	20	0	0
12	66	227	20	0	0
13	66	226	20	0	0

# 1.04
idx	x	y	z	r_solid	r_surf
0	62	273	26	0.774824	1.30286
1	62	272	27	0.854288	1.39886
2	61	271	28	0.907146	1.23765
3	61	270	28	0.533407	0.788009
4	60	269	27	0.909776	1.19531
5	59	268	28	0.408818	0.515241
6	59	267	28	0.587433	0.854247
7	59	266	29	0.351664	0.351664
8	59	265	29	0.331552	0.331552
9	59	264	28	0.707445	0.944015
10	59	263	28	0.871327	1.02989
11	60	262	27	0.989299	1.27983
12	61	262	27	1.15993	0.934613
13	62	261	27	0.600631	0.587298
14	63	260	26	1.01055	0.790229
15	64	259	25	0.930568	0.99404
16	64	258	24	1.58126	2.32201
17	64	257	24	0.703211	1.00838
18	63	256	23	1.22384	1.13132
19	63	255	22	1.7342	1.5391
20	63	254	22	0.437489	0.526861
21	63	253	22	0.649323	0.650843
22	63	252	22	0.70961	0.770526
23	64	251	22	0.933532	1.10542
24	64	250	22	0.830422	1.19615
25	64	249	22	0.912729	1.48725
26	64	248	22	0.716651	0.85563
27	64	247	22	0.857747	1.28152
28	64	246	22	0.834804	1.09729
29	64	245	22	0.610947	0.846285
30	64	244	22	0.673959	0.92286
31	64	243	23	1.28996	1.89145
32	64	242	23	0.691759	1.28316
33	64	241	23	0.731582	1.06463
34	64	240	24	0.774287	1.04441
35	64	239	25	1.05035	1.54635

# 2.04
idx	x	y	z	r_solid	r_surf
0	64	238	25	0.50433	0.824
1	63	237	26	1.54019	2.07035
2	62	236	26	0.970251	1.23215
3	61	235	26	0.660645	0.90901
4	60	234	27	0.689615	0.959987
5	59	234	27	0.991707	1.72046
6	58	234	27	1.44544	2.00146
7	57	233	27	0.933466	1.4106
8	57	233	27	0	0
9	56	232	27	0.71431	1.03634
10	55	231	28	0.894523	1.24108
11	55	230	28	0.752411	1.18344
12	55	229	28	0.806182	1.13061
13	55	228	28	0.743448	1.04705
14	54	227	28	0.483282	0.582656
15	54	226	28	0.577406	0.742231
16	54	225	29	0.681798	0.852535
17	53	224	30	0.599798	0.83727
18	52	223	30	0.545872	0.742744
19	52	222	30	0.563267	0.664317
20	51	221	30	0.65951	0.777656
21	50	220	31	0.301333	0.301333
22	49	220	31	0	0

# 3.04
idx	x	y	z	r_solid	r_surf
0	82	276	7	0.506529	0.655675
1	81	276	7	0.727302	0.88513
2	80	277	6	0.553449	0.743644
3	79	277	6	0.58499	0.839815
4	78	277	6	0.574973	0.774847
5	77	277	7	0.63743	0.792281
6	76	276	8	0.815034	1.20994
7	75	275	9	0.813958	1.1142
8	74	274	9	0.710871	1.031
9	73	273	10	0.744578	1.08481
10	72	272	10	1.1682	1.81078
11	71	271	11	1.1421	1.53402
12	70	271	11	0.848729	1.33032
13	69	271	11	1.75304	2.52286
14	68	271	12	0.837771	1.29762
15	67	271	12	2.15005	2.93166
16	67	270	13	2.19318	3.16235
17	67	270	14	1.27051	1.95246
18	67	269	15	1.1577	1.7314
19	66	268	16	1.58111	2.62579
20	65	268	17	1.1535	1.73815
21	64	267	18	1.56182	2.31129
22	63	267	18	1.81537	2.65074
23	62	268	19	1.69485	2.47807
24	62	268	20	1.61434	2.35393
25	62	269	21	1.21547	1.91304
26	62	270	22	1.05018	1.75125
27	62	271	23	0.872738	1.4252
28	63	272	24	0.812662	1.19744
29	63	273	25	0.98059	1.46285

# 4.04
idx	x	y	z	r_solid	r_surf
0	63	300	33	0.431996	0.492
1	63	299	32	0.737214	1.06344
2	62	298	32	0.43673	0.54546
3	62	297	32	0.64517	0.955449
4	62	296	31	0.893156	1.28771
5	62	295	31	0.857385	1.22892
6	62	294	31	0.97996	1.36891
7	62	293	31	1.12668	1.82287
8	62	292	31	1.16107	1.70807
9	62	291	30	0.955276	1.49362
10	62	290	30	1.15012	2.23524
11	62	289	30	1.26883	2.13652
12	62	288	30	1.33311	2.00905
13	62	287	30	1.25732	1.92645
14	62	286	30	1.42836	2.08871
15	62	285	29	1.37529	2.00632
16	62	284	29	1.50516	2.60205
17	62	283	29	1.41455	2.17952
18	62	282	28	1.27474	1.92346
19	62	281	28	1.24142	2.257
20	62	280	28	1.38859	2.00612
21	62	279	28	1.33905	2.08443
22	62	278	28	1.29618	2.0352
23	63	277	27	1.48492	2.38169
24	63	276	27	1.22162	1.88694
25	62	275	26	1.1138	1.70486
26	62	274	26	0.927046	1.5251

# 5.04
idx	x	y	z	r_solid	r_surf
0	83	275	7	0.407716	0.551889
1	84	276	7	0.478235	0.612417
2	85	277	6	0.551326	0.722764
3	86	277	6	0.441635	0.566861
4	87	277	6	0.53449	0.623572
5	87	276	6	0.481829	0.599744
6	88	275	6	0.662903	0.662903
7	89	274	6	0.719129	0.719129
8	90	274	6	0	0
9	91	274	6	0	0
10	92	273	5	0	0
11	93	273	5	0.433241	0.433241
12	93	274	5	0.504082	0.476554
13	94	275	5	0.461664	0.461664
14	94	276	5	0.206	0.206
15	95	277	6	0.52882	0.543423
16	96	278	6	0.51296	0.600662
17	97	279	6	0.386431	0.526861
18	97	280	6	0.539277	0.692088

# 6.04
idx	x	y	z	r_solid	r_surf
0	83	274	6	0.520353	0.87263
1	83	273	7	0.722494	1.04515
2	82	272	7	0.587735	0.82774
3	82	271	7	0.506352	0.641723
4	82	270	7	0.908996	1.28644
5	81	269	8	0.449263	0.569525
6	81	268	8	0.57396	0.5768
7	80	267	7	0.525718	0.525718
8	79	266	6	0.453386	0.453386
9	78	265	5	0.246	0.246
10	77	265	5	0.572642	0.572642
11	76	264	5	0.50362	0.50362
12	75	263	5	0.328	0.328
13	74	263	5	0	0
14	73	262	4	0.206	0.206
15	72	261	5	0.923668	0.923668
16	72	260	6	0	0
17	71	259	7	0.246	0.246
18	71	258	7	0	0
19	71	257	6	0.467102	0.467102
20	70	256	5	0.744252	0.77913
21	69	255	4	0.718442	0.892594
22	68	255	4	1.30931	1.76464
23	67	256	3	0.7773	1.04883
24	66	256	3	0.579317	0.732861
25	65	256	3	0.715417	0.515241
26	64	256	3	0.911587	0.911587
27	63	256	3	0	0
28	62	256	3	0.301333	0.301333
29	61	255	3	0.291328	0.291328
30	61	254	3	1.67946	1.67806

# 7.04
idx	x	y	z	r_solid	r_surf
0	63	301	32	0.648822	1.01051
1	64	301	32	0.579884	1.06677
2	65	301	33	0.639203	1.00206
3	66	301	33	0.882875	1.06086
4	67	300	33	0.911252	1.16759
5	67	300	33	0	0
6	67	299	33	0.479481	0.649962
7	68	298	32	0.752312	0.853574
8	69	298	32	0.581963	0.581963
9	70	297	31	0.206	0.206

# 8.04
idx	x	y	z	r_solid	r_surf
0	62	302	32	0.597207	0.873477
1	62	303	32	0.551688	0.891854
2	62	304	32	0.742943	1.02033
3	63	305	33	0.629539	0.765399
4	64	305	33	0.593883	0
5	65	306	33	0.699473	0
6	66	307	33	1.14471	1.6372
7	66	308	33	1.4798	2.08719
8	65	309	33	2.53578	3.29262
9	64	309	33	1.43265	2.12688
10	63	309	32	0.717823	1.05481
11	62	309	32	0.653606	0.612766
12	61	310	32	1.94485	1.93872
13	60	310	32	0.206	0.206
14	59	310	33	1.17395	1.19264
15	58	309	33	0.468106	0.468106
16	58	309	33	0	0
17	58	308	33	0.423861	0.423861
18	58	307	33	0.587366	0.616593
19	57	306	33	0.46672	0.46672
20	56	305	32	0.206	0.206

# 9.04
idx	x	y	z	r_solid	r_surf
0	92	282	6	0.206	0.206
1	93	283	6	0.594569	0.594569
2	94	283	6	0.494372	0.494372
3	95	283	7	0.49494	0.63941
4	96	283	7	0.578253	0.72311
5	97	282	6	0.571361	0.691729
6	98	281	6	0.263431	0.641723

# 10.04
idx	x	y	z	r_solid	r_surf
0	99	281	6	0.351241	0.351241
1	100	281	6	0.488591	0.488591
2	101	281	5	0.363731	0.363731
3	102	281	5	0.705935	0.802889
4	103	282	5	0.301333	0.452
5	104	282	5	0.578573	0.652574
6	105	282	5	0.654737	1.1402
7	106	283	5	0.481829	0.702159

# 11.04
idx	x	y	z	r_solid	r_surf
0	106	284	5	0.583228	0.873717
1	106	285	5	0.606822	0.900677
2	106	286	5	0.836941	1.19693
3	106	287	5	0.637018	0.985349
4	106	288	5	0.427431	0.641723

# 12.04
idx	x	y	z	r_solid	r_surf
0	107	283	4	0.536074	0.748567
1	108	282	4	0.746136	0.875203
2	108	281	4	0.55832	0.824
3	108	280	4	0.66647	0.887361
4	109	279	3	0.420547	0.512095
5	110	278	4	0.386431	0.386431
6	111	278	4	0.301333	0.301333
7	112	277	3	0.37	0.444
8	113	277	3	0.408287	0.489945
9	114	277	3	0.408287	0.515241
10	115	277	3	0.466646	0.641723
11	116	277	3	0.662814	0.868896
12	117	277	2	0.644441	0.885502
13	118	277	2	0.533673	1.14357

# 13.04
idx	x	y	z	r_solid	r_surf
0	105	289	6	0.501534	0.631479
1	104	288	5	0.2472	0.206
2	103	287	6	0.560332	0.560332
3	102	287	5	0	0
4	101	287	5	0.668038	0.668038

# 14.04
idx	x	y	z	r_solid	r_surf
0	122	283	2	0.591676	1.06677
1	121	284	2	0.654718	0.843537
2	120	285	2	0.349	0.452
3	119	285	2	0.674733	0.794561
4	118	286	2	0.301333	0.301333
5	117	286	2	0.381298	0.381298
6	117	286	2	0	0
7	117	287	3	0.468496	0.468496
8	117	288	4	0.637093	0.637093
9	117	289	4	0.206	0.206
10	117	290	4	0.320861	0.320861
11	117	291	4	0.606822	0.606822
12	117	292	4	0.486238	0.685854
13	117	293	4	0.599394	0.754927
14	117	294	4	0.677915	0.870736
15	117	295	5	0.58355	0.755457
16	117	296	5	1.82067	2.4418
17	116	297	5	2.22913	2.80513
18	115	297	5	0.869596	1.51455
19	114	297	5	0.861275	1.46822
20	113	297	5	0.807054	1.1369
21	112	296	5	0.612648	0.982833
22	111	295	5	0.767136	1.05922
23	110	294	5	0.77892	1.1855
24	109	293	5	0.783059	1.09466
25	109	292	5	0.796809	1.30393
26	108	291	5	0.742835	1.13524
27	107	290	5	0.612282	1.06378
28	107	289	5	0.731929	1.08121

# 15.04
idx	x	y	z	r_solid	r_surf
0	122	282	2	0.733761	1.1698
1	121	281	2	0.749194	1.11078
2	120	280	2	0.82471	1.1935
3	120	279	2	0.622566	1.06677
4	119	278	2	0.630302	1.19887

# 16.04
idx	x	y	z	r_solid	r_surf
0	120	277	2	0.890221	1.31549
1	120	276	1	0.607319	1.06343
2	120	275	1	0.46362	0.457945
3	121	274	1	0.206	0.206
4	120	273	2	0.246	0.246

# 17.04
idx	x	y	z	r_solid	r_surf
0	123	283	2	0.599512	0.971854
1	124	283	2	0.623254	0.886285
2	125	283	2	0.521431	0.747718
3	126	283	2	0.446574	0.566861
4	127	283	2	0.206	0.206
5	128	283	1	0.351664	0.351664

# 0.05
idx	x	y	z	r_solid	r_surf
0	102	243	54	0	0
1	103	243	54	0.366431	0.366431
2	104	242	54	0.301333	0.301333
3	105	242	54	0.438667	0.438667
4	106	242	54	0.391545	0.489431
5	107	242	54	0.410063	0.409676
6	108	242	55	0.274667	0.274667
7	109	242	55	0.351664	0.351664
8	110	242	54	0.484077	0.590008
9	111	242	54	0.408287	0.515241
10	112	242	54	0.488141	0.568637
11	113	243	54	0.50362	0.632431
12	114	243	54	0.595682	0.80283
13	115	242	53	0.578271	0.747724
14	116	242	53	0.6322	1.00657
15	117	242	53	0.610947	0.959708
16	118	242	53	0.625233	0.834582
17	119	241	53	0.689079	0.969959
18	120	240	53	0.663213	0.903269
19	121	240	53	0.671798	0.916875
20	122	239	53	0.577129	0.702159
21	123	239	53	0.549491	0.77595
22	124	238	52	0.704277	1.01598
23	125	237	52	0.629687	0.877809
24	126	237	52	0.78591	1.1546
25	127	236	52	0.556522	0.776417
26	128	236	52	0.792479	1.15113
27	129	236	51	0.775104	1.10476
28	130	236	51	0.740457	1.11784
29	131	235	51	0.790666	1.156
30	131	234	51	0.744757	1.093
31	132	233	51	0.814548	1.22614
32	133	232	50	0.840431	1.13644
33	133	231	50	0.755688	1.2064
34	134	230	50	0.603478	0.949723
35	134	229	50	0.666261	0.943713
36	135	228	50	0.548943	0.766334

# 1.05
idx	x	y	z	r_solid	r_surf
0	136	228	50	0.548008	0.986023
1	137	228	50	0.710971	0.883579
2	138	228	50	0.701241	0.938111
3	139	227	49	0.72445	0.77735
4	140	226	49	1.129	1.01716
5	141	225	49	1.0473	1.28799
6	142	224	49	0.921341	1.23248
7	143	223	48	0.738344	1.26077
8	144	223	48	0.714832	0.961386
9	144	222	48	0.772304	1.12703
10	144	221	48	0.706194	0
11	144	220	48	0.914228	1.43165
12	144	219	48	1.08075	1.57001
13	145	219	47	0.74578	1.17511
14	146	219	47	0.919802	1.42692
15	147	218	47	0.966498	1.38888
16	147	217	47	0.992877	1.51095
17	148	216	47	1.02675	1.57221
18	149	215	47	1.03264	1.54708
19	150	214	47	1.0227	1.5061
20	151	213	46	0.987084	1.3987
21	151	212	46	0.980511	1.52909
22	151	211	46	0.93644	1.42059
23	151	210	46	1.1942	1.71444
24	151	209	45	0.92199	1.29649
25	151	208	45	0.730472	1.09559
26	151	207	45	0.971698	1.45969
27	152	206	45	0.96282	1.35003
28	152	205	45	0.839427	1.15825
29	153	204	45	0.68378	0.778723
30	154	203	45	0.412	0.618
31	155	203	45	0.741088	0.889313
32	156	203	46	0.921189	0.921189
33	157	202	46	0.568153	0.580774
34	158	201	45	1.19568	1.63132
35	158	200	44	1.15201	1.72189
36	158	199	44	0.958122	1.4078
37	159	198	43	1.37749	2.00303
38	159	197	43	0.878277	1.31784
39	160	196	43	1.12785	1.68958
40	161	195	42	1.15381	1.70445
41	162	194	42	1.02911	1.49638
42	163	193	41	0.944994	1.41269
43	164	192	41	0.775079	1.19019
44	165	192	41	0.927035	1.35058
45	166	191	40	0.719036	1.03266
46	167	190	40	0.654978	0.861152
47	167	189	40	0.863134	1.22064
48	168	188	40	0.771074	1.16749
49	168	187	40	0.875736	1.26623
50	169	186	40	0.826717	1.14576
51	169	185	40	0.895358	1.34569
52	169	184	40	0.893762	1.18143
53	170	183	40	0.976559	1.45078
54	171	182	40	1.00248	1.37499
55	171	181	40	1.11519	1.64519
56	172	180	40	1.07384	1.59223
57	173	179	40	1.10615	1.60433
58	173	178	40	0.812419	0
59	173	177	40	0.911818	1.30332
60	174	176	39	0.923799	1.37563
61	175	175	39	0.800778	1.15307
62	176	174	39	0.606355	1.09309
63	177	173	39	0.527726	0.706452
64	178	173	39	0.635858	0.959708
65	179	173	39	0.654643	0.970656
66	180	172	39	0.680048	0.934394
67	181	172	39	0.719778	1.04672
68	182	172	39	0.692603	0.958257
69	183	171	39	0.708953	0.95529
70	184	171	39	0.901261	1.3077
71	185	170	39	0.79827	1.14619
72	186	170	39	0.926045	1.42875
73	187	170	39	0.907202	1.24877
74	188	169	39	0.697662	1.0142
75	189	169	39	0.686728	0.950202
76	190	168	38	0.867922	1.14016
77	191	167	38	0.721388	1.0159
78	192	166	39	0.559368	0.747718
79	193	166	39	0.52413	0.641723
80	193	165	39	0.407545	0.566861
81	194	164	38	0.564315	0.694147
82	195	163	38	0.531001	0.646431
